Gene_ID	Status	Uniprot_ID_Insecta	Percent_Identical	E_score	GO_Tag	GO_Category	GO_Name	Species	Manduca_Protein_Name	Manduca_Protein_ID	Insecta_Protein_Name
LOC101741674	Pass:	A0A2H1VTB0	71.955	0	GO:0016614	F	oxidoreductase activity, acting on CH-OH group of donors	Spodoptera frugiperda	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	NA	NA
LOC101745479	Pass:	A0A8J2W6T5	91.751	0	GO:0000166	F	nucleotide binding	Danaus chrysippus	ATP synthase subunit beta	NA	NA
LOC101737533	Pass:	A0A6J2JFG3	99.93	0	GO:0008270	F	zinc ion binding	Bombyx mandarina	E3 ubiquitin-protein ligase UBR5 isoform X2	NA	NA
LOC101747012	Pass:	A0A8B8I907	87.162	0	GO:0005874	C	microtubule	Vanessa tameamea	AAA+ ATPase domain-containing protein	NA	NA
LOC101740582	Fail:	A0A6J1WYI7	83.908	2.1299999999999998e-165	GO:0008237	F	metallopeptidase activity	Galleria mellonella	MPN domain-containing protein	NA	NA
LOC119631066	Pass:	A0A8R2R578	100	0	GO:0016020	C	membrane	Bombyx mori	Fucosyltransferase	NA	NA
LOC101739263	Pass:	A0A6J2KF28	98.235	0	GO:0008168	F	methyltransferase activity	Bombyx mandarina	Ribosomal RNA-processing protein 8	NA	NA
LOC101735425	Pass:	A0A8R2QZ44	94.589	0	GO:0000166	F	nucleotide binding	Bombyx mori	Serine/threonine-protein kinase mig-15	NA	NA
LOC692983	Pass:	A0A2A4IUT5	83.721	0	GO:0016301	F	kinase activity	Heliothis virescens	uridine/cytidine kinase	NA	NA
LOC101745630	Pass:	A0A8R2DNU0	95.158	0	GO:0005886	C	plasma membrane	Bombyx mori	PH and SEC7 domain-containing protein 2	NA	NA
SC1	Pass:	A0A6J2JS31	98.833	0	GO:0005272	F	sodium channel activity	Bombyx mandarina	Sodium channel protein	NA	NA
LOC101738201	Pass:	A0A8R2QYQ5	100	0	GO:0035556	P	intracellular signal transduction	Bombyx mori	Protein ECT2	NA	NA
LOC101744352	Pass:	A0A8J9Y3Y8	93.75	0	GO:0070603	C	SWI/SNF superfamily-type complex	Brenthis ino	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	NA	NA
LOC101740682	Fail:	A0A8S0Z7V1	83.835	5.0999999999999994e-160	GO:0016020	C	membrane	Arctia plantaginis	Tetraspanin	NA	NA
LOC101746933	Fail:	A0A2A4JX83	62.138	1.8699999999999996e-168	GO:0005634	C	nucleus	Heliothis virescens	Homeobox domain-containing protein	NA	NA
LOC101743155	Pass:	A0A8R1WJ18	96.8	0	GO:0006357	P	regulation of transcription by RNA polymerase II	Bombyx mori	BZIP domain-containing protein	NA	NA
LOC101736155	Pass:	A0A8R2LWR3	91.033	0	GO:0016020	C	membrane	Bombyx mori	Palmitoyltransferase	NA	NA
mRpL32	Fail:	Q2F5P4	100	2.3899999999999996e-144	GO:0015934	C	large ribosomal subunit	Bombyx mori	Mitochondrial ribosomal protein L32	NA	NA
GlcNAcase1	Pass:	A0A7E5WB47	69.608	0	GO:0004563	F	beta-N-acetylhexosaminidase activity	Trichoplusia ni	beta-N-acetylhexosaminidase	NA	NA
LOC101738805	Pass:	A0A8R2R6E0	100	0	GO:0004672	F	protein kinase activity	Bombyx mori	dual-specificity kinase	NA	NA
LOC101744743	Pass:	A0A8J2VYU7	65.695	0	GO:0007155	P	cell adhesion	Danaus chrysippus	Cadherin domain-containing protein	NA	NA
LOC101746814	Pass:	A0A194R505	73.982	0	GO:0046872	F	metal ion binding	Papilio machaon	5'-nucleotidase	NA	NA
LOC692991	Pass:	A0A6J2JMQ4	99.727	0	GO:0006412	P	translation	Bombyx mandarina	Glycine--tRNA ligase	NA	NA
LOC101737337	Pass:	A0A8R2HKV3	98.043	0	GO:0006811	P	monoatomic ion transport	Bombyx mori	PH-sensitive chloride channel 1	NA	NA
LOC101737749	Pass:	A0A8R2M4E2	99.921	0	GO:0005886	C	plasma membrane	Bombyx mori	Basement membrane-specific heparan sulfate proteoglycan core protein	NA	NA
GlcNAcase1	Pass:	A0A7E5WB95	69.608	0	GO:0004563	F	beta-N-acetylhexosaminidase activity	Trichoplusia ni	beta-N-acetylhexosaminidase	NA	NA
LOC101740640	Pass:	A0A8B8HN53	95.485	0	GO:0016301	F	kinase activity	Vanessa tameamea	dual-specificity kinase	NA	NA
LOC101746680	Pass:	A0A8R2QSE9	98.675	0	GO:0006814	P	sodium ion transport	Bombyx mori	Sodium/hydrogen exchanger	NA	NA
LOC101740641	Pass:	A0A7E5WVI5	73.583	0	GO:0016020	C	membrane	Trichoplusia ni	Metal transporter CNNM4-like	NA	NA
LOC100037422	Pass:	A0A6J1WQ35	98.381	0	GO:0033180	C	proton-transporting V-type ATPase, V1 domain	Galleria mellonella	Vacuolar proton pump subunit B	NA	NA
LOC101746208	Pass:	A0A7E5X4W8	66.771	0	GO:0003676	F	nucleic acid binding	Trichoplusia ni	C2H2-type domain-containing protein	NA	NA
LOC101745450	Pass:	A0A194Q9J3	81.711	0	GO:0016740	F	transferase activity	Papilio xuthus	[histone H3]-lysine(27) N-trimethyltransferase	NA	NA
LOC101746593	Pass:	A0A7E5VZ04	72.705	0	GO:0005524	F	ATP binding	Trichoplusia ni	Tyrosine-protein kinase receptor	NA	NA
LOC101735703	Pass:	A0A8B8IQ99	75.057	0	GO:0055085	P	transmembrane transport	Vanessa tameamea	Multidrug resistance protein homolog 49-like	NA	NA
LOC101745566	Pass:	A0A8R2G8P2	100	0	GO:0005634	C	nucleus	Bombyx mori	Uncharacterized protein	NA	NA
NGR-A25	Pass:	A0A6J2JBZ6	100	0	GO:0004930	F	G protein-coupled receptor activity	Bombyx mandarina	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC101745535	Pass:	A0A7I1A6I9	54.201	0	GO:0006281	P	DNA repair	Danaus plexippus plexippus	DNA ligase 4	NA	NA
LOC101739693	Pass:	A0A8S0YPH2	88.889	0	GO:0046872	F	metal ion binding	Arctia plantaginis	[Histone H3]-dimethyl-L-lysine(36) demethylase	NA	NA
LOC101738146	Pass:	A0A8R2GE53	99.604	0	GO:0016020	C	membrane	Bombyx mori	Monocarboxylate transporter	NA	NA
LOC110385420	Pass:	A0A821MAC7	80.336	0	GO:0008569	F	minus-end-directed microtubule motor activity	Pieris macdunnoughi	AAA+ ATPase domain-containing protein	NA	NA
LOC101744519	Pass:	A0A8S0ZYY7	79.712	0	GO:0006672	P	ceramide metabolic process	Arctia plantaginis	Neutral ceramidase	NA	NA
LOC119631017	Fail:	C4B7Z5	88.021	1.48e-117	GO:0007608	P	sensory perception of smell	Bombyx mori	Olfactory receptor	NA	NA
LOC101740714	Pass:	A0A8R2M9F7	94.094	0	GO:0005524	F	ATP binding	Bombyx mori	non-specific serine/threonine protein kinase	NA	NA
LOC101736692	Fail:	A0A8S1BFJ1	56.193	3.6799999999999995e-130	GO:0016020	C	membrane	Arctia plantaginis	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	NA	NA
dbt	Pass:	A0A0N6WBX3	94.428	0	GO:0000166	F	nucleotide binding	Helicoverpa armigera	Protein kinase domain-containing protein	NA	NA
LOC101735840	Pass:	A0A8R2LWV4	99.783	0	GO:0032922	P	circadian regulation of gene expression	Bombyx mori	Circadian locomoter output cycles protein kaput	NA	NA
LOC101743096	Fail:	A0A3S2TML5	63.855	2.51e-111	GO:0050482	P	arachidonic acid secretion	Chilo suppressalis	Phospholipase A2	NA	NA
LOC101746449	Pass:	A0A8R1WKX0	100	0	GO:0062101	F	peptidyl-aspartic acid 3-dioxygenase activity	Bombyx mori	Aspartyl/asparaginy/proline hydroxylase domain-containing protein	NA	NA
LOC101741128	Pass:	A0A8R1WPV5	100	0	GO:0016042	P	lipid catabolic process	Bombyx mori	PNPLA domain-containing protein	NA	NA
LOC101739194	Pass:	A0A8J2VTG9	80.482	0	GO:0005975	P	carbohydrate metabolic process	Danaus chrysippus	Carbohydrate kinase FGGY N-terminal domain-containing protein	NA	NA
6pgl	Fail:	A0A8S0ZUU4	75.862	6.49e-127	GO:0006098	P	pentose-phosphate shunt	Arctia plantaginis	6-phosphogluconolactonase	NA	NA
LOC101739592	Pass:	A0A8B8IFU3	93.735	0	GO:0016740	F	transferase activity	Vanessa tameamea	NAD(+) kinase	NA	NA
LOC101740386	Pass:	A0A8R1WNY6	99.029	0	GO:0016491	F	oxidoreductase activity	Bombyx mori	Uncharacterized protein	NA	NA
LOC101741708	Pass:	A0A2A4JZI4	84.105	0	GO:0016020	C	membrane	Heliothis virescens	Cationic amino acid transporter C-terminal domain-containing protein	NA	NA
Kal-1	Pass:	A0A6J2KMS4	98.945	0	GO:0005576	C	extracellular region	Bombyx mandarina	Anosmin-1 isoform X2	NA	NA
LOC101742443	Pass:	A0A8B8IM60	81.189	0	GO:0000166	F	nucleotide binding	Vanessa tameamea	RNA helicase	NA	NA
LOC101741547	Pass:	A0A8R1WP40	100	0	GO:0016020	C	membrane	Bombyx mori	Solute carrier organic anion transporter family member	NA	NA
LOC101744807	Pass:	A0A7E5WLZ1	84.393	0	GO:0009653	P	anatomical structure morphogenesis	Trichoplusia ni	Tyrosine-protein phosphatase non-receptor type 9 isoform X2	NA	NA
LOC101746244	Pass:	A0A8R2QR85	97.617	0	GO:0030154	P	cell differentiation	Bombyx mori	Obscurin	NA	NA
LOC119630081	Fail:	A0A8R2C9P5	82.06	1.82e-172	GO:0005576	C	extracellular region	Bombyx mori	Microvitellogenin-like	NA	NA
LOC101746555	Pass:	A0A8R1WFG5	100	0	GO:0008233	F	peptidase activity	Bombyx mori	Peptidase S1 domain-containing protein	NA	NA
LOC101742985	Pass:	A0A6J1WWC4	59.237	0	GO:0006154	P	adenosine catabolic process	Galleria mellonella	adenosine deaminase	NA	NA
LOC101743511	Fail:	A0A8J2R2I7	94.737	1.3099999999999997e-119	GO:0005886	C	plasma membrane	Danaus chrysippus	(African queen) hypothetical protein	NA	NA
LOC101743196	Pass:	A0A8S1BNN9	80.854	0	GO:0005634	C	nucleus	Arctia plantaginis	Mediator of RNA polymerase II transcription subunit 1	NA	NA
LOC101735390	Pass:	A0A6J2KEI3	98.706	0	GO:0005634	C	nucleus	Bombyx mandarina	T-box domain-containing protein	NA	NA
LOC101737944	Pass:	A0A8R2QVY8	96.097	0	GO:0016301	F	kinase activity	Bombyx mori	Diacylglycerol kinase	NA	NA
LOC101739792	Pass:	A0A194PQ17	70.464	0	GO:0046872	F	metal ion binding	Papilio xuthus	RING-type domain-containing protein	NA	NA
LOC778468	Fail:	A0A5E4R8C4	83.333	2.15e-113	GO:0005212	F	structural constituent of eye lens	Leptidea sinapis	SHSP domain-containing protein	NA	NA
LOC101744569	Pass:	A0A8S4R9F6	91.434	0	GO:0005524	F	ATP binding	Pararge aegeria aegeria	T-complex protein 1 subunit gamma	NA	NA
LOC101745239	Pass:	A0A8R2R0Y4	100	0	GO:0005737	C	cytoplasm	Bombyx mori	SH3 and multiple ankyrin repeat domains protein 3	NA	NA
UGT33D7	Pass:	B7TZA3	75.534	0	GO:0016020	C	membrane	Bombyx mori	UDP-glucuronosyltransferase	NA	NA
Abd-b	Pass:	A0A6J1X271	97.167	0	GO:0005634	C	nucleus	Galleria mellonella	Homeobox domain-containing protein	NA	NA
LOC101741792	Pass:	A0A8R2R3Z2	97.075	0	GO:0003677	F	DNA binding	Bombyx mori	HMG box domain-containing protein	NA	NA
LOC101746106	Pass:	A0A8J9UKJ2	57.418	0	GO:0016020	C	membrane	Brenthis ino	G-protein coupled receptors family 2 profile 2 domain-containing protein	NA	NA
Tra2	Pass:	A0A8R2GDY9	99.273	0	GO:0003723	F	RNA binding	Bombyx mori	RRM domain-containing protein	NA	NA
LOC101740296	Pass:	A0A7E5WLA0	84.68	0	GO:0000166	F	nucleotide binding	Trichoplusia ni	Tr-type G domain-containing protein	NA	NA
LOC119629080	Fail:	A0A5E4N6U4	89.202	4.14e-132	GO:0003678	F	DNA helicase activity	Cinara cedri	ATP-dependent DNA helicase	NA	NA
LOC101737775	Pass:	A0A7E5WTE0	60.757	0	GO:0008289	F	lipid binding	Trichoplusia ni	START domain-containing protein	NA	NA
LOC101738241	Pass:	A0A6J1WCW1	67.972	0	GO:0061630	F	ubiquitin protein ligase activity	Galleria mellonella	RING-type E3 ubiquitin transferase	NA	NA
LOC101739748	Fail:	A0A7E5WEE6	51.961	3.4999999999999995e-121	GO:0002376	P	immune system process	Trichoplusia ni	Peptidoglycan recognition protein family domain-containing protein	NA	NA
LOC101747094	Pass:	A0A8R2M0P1	95.284	0	GO:0046854	P	phosphatidylinositol phosphate biosynthetic process	Bombyx mori	PIPK domain-containing protein	NA	NA
CLIP4	Pass:	A0A8S0ZIF8	51.502	0	GO:0004252	F	serine-type endopeptidase activity	Arctia plantaginis	CLIP domain-containing serine protease	NA	NA
LOC101740108	Pass:	I4DJA4	85.673	0	GO:0004519	F	endonuclease activity	Papilio xuthus	Endoribonuclease	NA	NA
LOC101739792	Pass:	A0A8R2LVB0	100	0	GO:0046872	F	metal ion binding	Bombyx mori	RING-type domain-containing protein	NA	NA
LOC101742499	Pass:	O96968	97.762	0	GO:0003676	F	nucleic acid binding	Bombyx mori	Yokozuna protein	NA	NA
LOC101737589	Pass:	A0A6J2K4U5	98.837	0	GO:0005634	C	nucleus	Bombyx mandarina	DNA replication ATP-dependent helicase/nuclease	NA	NA
LOC101743525	Pass:	A0A2A4JQG1	53.282	0	GO:0005524	F	ATP binding	Heliothis virescens	Protein kinase domain-containing protein	NA	NA
LOC101739482	Pass:	A0A8R2GB66	98.735	0	GO:0046872	F	metal ion binding	Bombyx mori	Phosphodiesterase	NA	NA
LOC101742113	Pass:	A0A8R2G991	89.919	0	GO:0046872	F	metal ion binding	Bombyx mori	Serine/threonine-protein kinase receptor	NA	NA
LOC101735331	Fail:	A0A8S0Z5L1	47.104	5.0199999999999995e-149	GO:0008270	F	zinc ion binding	Arctia plantaginis	Uncharacterized protein	NA	NA
LOC101739273	Pass:	A0A8R2QY13	98.466	0	GO:0032259	P	methylation	Bombyx mori	Small RNA 2'-O-methyltransferase	NA	NA
LOC101739290	Pass:	A0A6J1X1M0	72.735	0	GO:0016301	F	kinase activity	Galleria mellonella	BTB domain-containing protein	NA	NA
LOC101738572	Pass:	A0A8R2AHU7	88.333	0	GO:0008270	F	zinc ion binding	Bombyx mori	C2H2-type domain-containing protein	NA	NA
LOC101744906	Pass:	A0A6J2JXS6	94.517	0	GO:0005634	C	nucleus	Bombyx mandarina	LIM/homeobox protein Lhx3 isoform X2	NA	NA
Gal	Pass:	A0A835GJN1	59.177	0	GO:0016787	F	hydrolase activity	Spodoptera exigua	Beta-galactosidase	NA	NA
LOC101743420	Fail:	A0A6J2KEB2	99.038	5.6899999999999986e-151	GO:0048511	P	rhythmic process	Bombyx mandarina	Protein quiver	NA	NA
LOC101739131	Pass:	A0A6J2JHH6	97.684	0	GO:0005516	F	calmodulin binding	Bombyx mandarina	Phosphorylase b kinase regulatory subunit	NA	NA
LOC101744944	Pass:	A0A8R2R195	99.312	0	GO:0016746	F	acyltransferase activity	Bombyx mori	histone acetyltransferase	NA	NA
LOC101746167	Pass:	A0A8S1BDG4	67.737	0	GO:0045202	C	synapse	Arctia plantaginis	Dystroglycan 1	NA	NA
LOC101747212	Pass:	A0A8R2QWP8	100	0	GO:1902600	P	proton transmembrane transport	Bombyx mori	Proton channel OtopLc-like	NA	NA
LOC101741153	Pass:	A0A7E5X2A4	63.74	0	GO:0003723	F	RNA binding	Trichoplusia ni	Tudor domain-containing protein	NA	NA
LOC119629098	Fail:	A0A8S0ZYG4	46.567	0	GO:0003723	F	RNA binding	Arctia plantaginis	Endoribonuclease Dcr-1	NA	NA
Nav	Pass:	A0A8R2R106	99.804	0	GO:0016020	C	membrane	Bombyx mori	Sodium channel protein	NA	NA
LOC101735703	Pass:	A0A5Q0TZ04	75.851	0	GO:0016020	C	membrane	Spodoptera frugiperda	Multidrug resistance protein 49-like protein	NA	NA
LOC778504	Pass:	A0A835L6Q0	86.697	0	GO:0005789	C	endoplasmic reticulum membrane	Spodoptera exigua	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	NA	NA
jheh-lp5	Pass:	Q1W696	65.51	0	GO:0005789	C	endoplasmic reticulum membrane	Spodoptera exigua	Epoxide hydrolase	NA	NA
LOC101742959	Pass:	A0A6J2KFW9	98.709	0	GO:0004896	F	cytokine receptor activity	Bombyx mandarina	Neuroglian-like isoform X2	NA	NA
LOC101745162	Pass:	A0A8R2M417	100	0	GO:0005886	C	plasma membrane	Bombyx mori	Cyclic nucleotide-binding domain-containing protein	NA	NA
LOC101746706	Pass:	A0A8R2C6E5	96.768	0	GO:0140359	F	ABC-type transporter activity	Bombyx mori	Multidrug resistance-associated protein 1	NA	NA
LOC101742243	Pass:	A0A8R2HQB7	98.09	0	GO:0005096	F	GTPase activator activity	Bombyx mori	DEP domain-containing protein	NA	NA
LOC101741300	Fail:	A0A8S1AWF7	78.855	1.7099999999999998e-133	GO:0005524	F	ATP binding	Arctia plantaginis	Deoxynucleoside kinase domain-containing protein	NA	NA
Dohh	Pass:	A0A2H1VTY0	85.479	0	GO:0019135	F	deoxyhypusine monooxygenase activity	Spodoptera frugiperda	Deoxyhypusine hydroxylase	NA	NA
LOC101742512	Fail:	A0A2A4J5V1	60.352	9.049999999999998e-166	GO:0005634	C	nucleus	Heliothis virescens	Homeobox domain-containing protein	NA	NA
GlcNAcase3	Pass:	A0A8S0ZSZ9	54.927	0	GO:0016798	F	hydrolase activity, acting on glycosyl bonds	Arctia plantaginis	Beta-hexosaminidase	NA	NA
LOC101742497	Pass:	A0A6J2JKI6	100	0	GO:0004144	F	diacylglycerol O-acyltransferase activity	Bombyx mandarina	O-acyltransferase	NA	NA
Ero1	Pass:	A0A3S2P8J9	83.437	0	GO:0016020	C	membrane	Chilo suppressalis	Ero1-like protein	NA	NA
LOC101737573	Pass:	A0A821V6E5	76.484	0	GO:0048666	P	neuron development	Pieris macdunnoughi	Tyrosine-protein phosphatase non-receptor type 4	NA	NA
OAR2	Pass:	A0A0M5L056	88.889	0	GO:0007165	P	signal transduction	Helicoverpa armigera	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC692413	Pass:	V5L9H5	95	0	GO:0007186	P	G protein-coupled receptor signaling pathway	Spodoptera litura	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC101744557	Fail:	A0A7E5WGE8	85.965	1.3e-149	GO:0016787	F	hydrolase activity	Trichoplusia ni	phosphoserine phosphatase	NA	NA
LOC693049	Pass:	A0A2A4K2J6	83.554	0	GO:0007010	P	cytoskeleton organization	Heliothis virescens	Tubulin beta chain	NA	NA
LOC119631066	Fail:	A0A2A4J733	67.278	4.7899999999999995e-173	GO:0016020	C	membrane	Heliothis virescens	Fucosyltransferase	NA	NA
LOC101740314	Pass:	A0A8R2HLN3	97.437	0	GO:0070588	P	calcium ion transmembrane transport	Bombyx mori	Voltage-dependent L-type calcium channel subunit alpha	NA	NA
LOC101742616	Pass:	A0A8R2R3R1	100	0	GO:0006535	P	cysteine biosynthetic process from serine	Bombyx mori	Cystathionine beta-synthase	NA	NA
LOC101740311	Pass:	A0A8R2HTK2	100	0	GO:0106050	F	tRNA 2'-O-methyltransferase activity	Bombyx mori	tRNA:m(4)X modification enzyme TRM13	NA	NA
LOC101746706	Pass:	A0A6J2JXG6	96.638	0	GO:0005524	F	ATP binding	Bombyx mandarina	Multidrug resistance-associated protein 1 isoform X1	NA	NA
LOC101739224	Pass:	A0A8S3YEF0	80.531	0	GO:0005337	F	nucleoside transmembrane transporter activity	Parnassius apollo	Equilibrative nucleoside transporter 1	NA	NA
LOC101745889	Pass:	A0A821PE80	87.668	0	GO:0008569	F	minus-end-directed microtubule motor activity	Pieris macdunnoughi	AAA+ ATPase domain-containing protein	NA	NA
LOC101745236	Pass:	A0A8R2QQP7	100	0	GO:0005085	F	guanyl-nucleotide exchange factor activity	Bombyx mori	Rho guanine nucleotide exchange factor 7	NA	NA
LOC119629397	Pass:	A0A8R2M2J9	59.644	0	GO:0004523	F	RNA-DNA hybrid ribonuclease activity	Bombyx mori	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1	NA	NA
E75	Pass:	A0A7E5WZX3	91.869	0	GO:0003677	F	DNA binding	Trichoplusia ni	Ecdysone-inducible protein E75 isoform X2	NA	NA
LOC101735564	Pass:	A0A6J2K3V2	97.496	0	GO:0005634	C	nucleus	Bombyx mandarina	Aryl hydrocarbon receptor nuclear translocator homolog isoform X3	NA	NA
LOC101744395	Pass:	A0A8R2M0H4	99.669	0	GO:0016020	C	membrane	Bombyx mori	Anoctamin	NA	NA
RpS18	Fail:	A0A2H4WW82	100	3.21e-108	GO:0003735	F	structural constituent of ribosome	Trichoplusia ni	40S ribosomal protein S18	NA	NA
LOC101743583	Pass:	A0A8B8HMX7	87.371	0	GO:0005524	F	ATP binding	Vanessa tameamea	Protein kinase domain-containing protein	NA	NA
LOC101738765	Pass:	A0A8J9Y5D3	85.272	0	GO:0003676	F	nucleic acid binding	Brenthis ino	Transcription elongation factor spt6	NA	NA
LOC101739310	Pass:	A0A6J2KNE6	99.643	0	GO:0006511	P	ubiquitin-dependent protein catabolic process	Bombyx mandarina	Ubiquitin carboxyl-terminal hydrolase 7	NA	NA
LOC101735395	Pass:	A0A8R2LW94	100	0	GO:0016020	C	membrane	Bombyx mori	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC101741407	Pass:	A0A6J2K149	93.634	0	GO:0006473	P	protein acetylation	Bombyx mandarina	Alpha-tubulin N-acetyltransferase	NA	NA
LOC101746844	Pass:	A0A821RZL9	80.94	0	GO:0016020	C	membrane	Pieris macdunnoughi	Ethanolaminephosphotransferase 1	NA	NA
LOC101739070	Pass:	A0A6J2KHJ2	99.071	0	GO:0051209	P	release of sequestered calcium ion into cytosol	Bombyx mandarina	Ryanodine receptor isoform X4	NA	NA
LOC101737066	Pass:	A0A7E5X1L1	85.757	0	GO:0016020	C	membrane	Trichoplusia ni	Delta-sarcoglycan-like	NA	NA
Bcp	Pass:	Q26425	97.674	0	GO:0006508	P	proteolysis	Bombyx mori	Cysteine proteinase	NA	NA
nAChRa3	Pass:	A0A8S0ZYW9	88.577	0	GO:0060079	P	excitatory postsynaptic potential	Arctia plantaginis	Nicotinic acetylcholine receptor alpha 3 subunit	NA	NA
LOC101736219	Pass:	A0A8B8I673	88.84	0	GO:0003714	F	transcription corepressor activity	Vanessa tameamea	C-terminal-binding protein	NA	NA
COPB2	Pass:	A0A8S3WWS6	84.492	0	GO:0030117	C	membrane coat	Parnassius apollo	Coatomer WD associated region domain-containing protein	NA	NA
LOC101746547	Pass:	A0A7E5VLQ5	69.11	0	GO:0016020	C	membrane	Trichoplusia ni	SLC26A/SulP transporter domain-containing protein	NA	NA
cyp6a8	Pass:	D6MLU9	99.235	0	GO:0004497	F	monooxygenase activity	Bombyx mori	Cytochrome P450	NA	NA
LOC119630869	Pass:	A0A7I1A8M2	76.093	0	GO:0043547	P	positive regulation of GTPase activity	Danaus plexippus plexippus	Rab-GAP TBC domain-containing protein	NA	NA
LOC101745863	Pass:	A0A8R2QZD2	100	0	GO:0015698	P	inorganic anion transport	Bombyx mori	STAS domain-containing protein	NA	NA
LOC101744110	Pass:	A0A8R2M267	100	0	GO:0003677	F	DNA binding	Bombyx mori	Uncharacterized protein	NA	NA
LOC101739479	Pass:	A0A6J2K4X7	99.214	0	GO:0005524	F	ATP binding	Bombyx mandarina	Tyrosine-protein kinase	NA	NA
LOC105842614	Fail:	A0A8J6HQ83	73.109	5.6499999999999995e-118	GO:0003676	F	nucleic acid binding	Tenebrio molitor	ATP-dependent DNA helicase	NA	NA
LOC101735810	Pass:	A0A8S3Y6N1	89.349	0	GO:0006099	P	tricarboxylic acid cycle	Parnassius apollo	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	NA	NA
LOC101745275	Pass:	A0A6J1X8W3	70.304	0	GO:0016020	C	membrane	Galleria mellonella	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC100134924	Pass:	A0A7I1A8Y6	93.864	0	GO:0005886	C	plasma membrane	Danaus plexippus plexippus	Neural-cadherin isoform X5	NA	NA
LOC100500925	Pass:	A0A6J2JJN0	96.933	0	GO:0005216	F	monoatomic ion channel activity	Bombyx mandarina	Gamma-aminobutyric acid receptor subunit beta-like isoform X6	NA	NA
LOC101737442	Pass:	A0A8R2R1S2	98.552	0	GO:0051015	F	actin filament binding	Bombyx mori	Talin-1	NA	NA
LOC101745858	Pass:	A0A8R2AJ82	100	0	GO:0008484	F	sulfuric ester hydrolase activity	Bombyx mori	Sulfatase N-terminal domain-containing protein	NA	NA
LOC101737531	Pass:	A0A6J1P8Z1	83.157	0	GO:0000166	F	nucleotide binding	Bicyclus anynana	Valine--tRNA ligase	NA	NA
FaR	Pass:	A0A7E5VGQ7	83.571	0	GO:0008528	F	G protein-coupled peptide receptor activity	Trichoplusia ni	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC101735840	Pass:	A0A6J2K176	94.876	0	GO:0032922	P	circadian regulation of gene expression	Bombyx mandarina	Circadian locomoter output cycles protein kaput isoform X2	NA	NA
